CustomerID,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7940119,502.0,nan,Male,60.0,,195304.30010576695,2.0,nan,false,148697.88271228364,1
2737095,818.0,Germany,nan,45.0,8.0,140479.3136476418,1.0,yes,1,160585.6251988322,0
5780450,580.0,nan,nan###,64.0,1.0,242071.6628802203,,0,nan,37530.19316793175,0
8469344,341.0,Spain###,M,52.0,5.0,23300.88103773109,4.0,nan,false,122326.88738406193,0
3109818,408.0,ger,nan,24.0,6.0,90917.03657574543,4.0,2,1,44100.38123477369,0
3231785,508.0,Germany,M###,21.0,10.0,21623.26894820521,2.0,2,nan,92565.47719899754,0
4853339,347.0,ger,nan,63.0,0.0,94395.80020450783,,2,false,170056.65313995056,0
1996107,413.0,nan,fem,59.0,10.0,136754.64831521982,3.0,0,false,51442.98709726957,0
8130144,453.0,France,nan,26.0,4.0,183539.675464871,,no,-1,127687.23379788615,0
5545583,801.0,nan,fem,26.0,10.0,134720.99025422317,2.0,no,true,87522.89034784929,0
4747389,369.0,Spain,male,22.0,10.0,91436.37361852394,,yes,false,184957.74575389625,0
5142807,817.0,ger,Male,32.0,4.0,196614.80540321997,1.0,0,1,65098.5861846354,0
8988004,634.0,France,M,76.0,2.0,183262.17109132055,2.0,1,0,16174.984010934866,0
7245035,365.0,Spain,male,42.0,1.0,132870.36836319126,3.0,1,false,71674.53362725594,0
4602279,791.0,ger,M,37.0,0.0,28136.65157010492,4.0,2,1,157444.45991108307,1
6515989,511.0,ger,nan,74.0,5.0,195438.0775449859,,nan,false,173490.86742504736,0
3121690,479.0,nan,fem,57.0,6.0,230247.06235236008,4.0,nan,-1,120905.50938180233,1
1491234,897.0,UK,Male,46.0,1.0,197187.05145446036,2.0,nan,0,93511.98603251393,0
6401218,546.0,ger,nan,21.0,1.0,175814.92377832046,4.0,no,0,173103.2968649264,0
7914550,512.0,ger,Male,26.0,4.0,11438.261147558054,1.0,no,1,186794.99184059998,1
7167294,657.0,FR###,Female,27.0,4.0,113842.36963416095,2.0,0,true,118028.946309203,0
7906726,547.0,UK,male,79.0,2.0,84026.58184390664,2.0,0,-1,141833.77043272354,1
6888794,814.0,ger,fem###,23.0,2.0,19974.40297368841,,yes,true,125181.15880983116,0
8558158,386.0,nan,fem,75.0,0.0,69134.85582331411,2.0,0,0,43358.16043385015,0
7510425,474.0,FR,fem,28.0,2.0,173256.93620755637,1.0,yes,nan,70530.24380929966,1
9511017,724.0,FR,nan,80.0,8.0,4576.299773043219,,2,0,131486.03475599724,0
8887739,379.0,France,F,57.0,1.0,103489.77336731099,1.0,2,nan,141224.74826655202,0
1769598,436.0,Spain,M,76.0,0.0,171948.26402855472,3.0,no,true,99045.84932485959,0
6292895,731.0,FR,Male,88.0,8.0,18261.58298554223,,no,nan,66038.47996133083,0
8971379,768.0,Germany,M,44.0,4.0,78380.83269430322,2.0,no,nan,57924.154494584036,0
4331068,648.0,FR,M,79.0,7.0,231643.93286880656,2.0,1,false,92079.95772436153,0
4256415,424.0,Germany,F,19.0,10.0,234540.1153812659,2.0,yes,true,175255.55537954578,0
1874371,607.0,UK,Male###,48.0,3.0,49929.44794225399,3.0,nan,nan,164878.99311049713,0
6654237,528.0,France,Female,37.0,7.0,130022.46138027532,1.0,nan,true,147749.31581038915,0
1973548,758.0,Germany,fem,71.0,,144083.44584878784,2.0,2,nan,154338.3815556613,0
4344014,643.0,France,male,34.0,4.0,131562.5196558416,4.0,yes,false,45638.16725089681,0
8064746,608.0,France,M,69.0,5.0,227054.54304271942,2.0,1,false,190927.7633347805,0
7216204,318.0,France,F,77.0,5.0,231081.74076067444,,1,nan,97789.76916674974,0
6193542,859.0,Germany,F,66.0,5.0,205215.72907319255,,2,false,82977.68325961973,0
3959034,839.0,Germany,male,24.0,1.0,120399.89572526742,4.0,2,-1,20708.214377502365,0
5574293,858.0,France,male,28.0,9.0,222979.80748620082,3.0,no,0,186794.99184059998,1
7706971,775.0,UK,nan,67.0,9.0,210903.18389759972,,1,nan,198775.8887658472,1
1043585,567.0,France###,Male,82.0,8.0,176064.31679845433,3.0,no,0,147233.6005116061,1
3539448,301.0,UK,M###,57.0,6.0,140479.3136476418,3.0,2,false,194921.861888141,0
1109556,314.0,Spain,M,38.0,2.0,1865.7547582435486,4.0,nan,nan,63122.99311592652,0
2575557,656.0,UK,male,25.0,1.0,171363.81306911574,,1,nan,61734.93714998508,0
9306461,431.0,UK,fem,27.0,3.0,43291.12684159672,2.0,1,false,14280.413852882426,0
3009021,610.0,UK,nan,29.0,7.0,192531.55024952252,3.0,0,-1,11692.727938449756,0
2201482,780.0,France,Female,72.0,8.0,143028.2396731303,3.0,1,-1,39940.086560904834,0
1542335,842.0,ger,M,44.0,9.0,86635.0927196038,,no,1,150159.71147851925,0
5270070,603.0,Spain,F,80.0,1.0,22054.36698629859,,0,true,141833.77043272354,0
7700379,567.0,Spain,fem,80.0,5.0,203126.33557134322,4.0,1,0,97875.88650879284,0
4560920,712.0,Spain,male,86.0,7.0,120399.89572526742,1.0,0,nan,91094.52155015722,0
7860006,323.0,ger,M,71.0,2.0,31712.153575965964,1.0,1,0,72563.73220317275,1
3484413,614.0,Spain,Male,53.0,10.0,177565.4847786484,1.0,yes,-1,82977.68325961973,0
3907360,869.0,Spain,male,49.0,8.0,141129.76957452757,3.0,nan,true,72563.73220317275,0
6895544,574.0,Germany,F,41.0,3.0,11882.054731377157,4.0,no,-1,45279.94819259408,1
6697469,687.0,nan,Male,39.0,4.0,187742.24158499876,1.0,no,nan,48744.29449976517,0
3235000,742.0,Germany,nan,76.0,,152941.2524868524,,0,1,107974.21143956493,0
7908531,725.0,France,male,72.0,6.0,25488.556248298933,3.0,yes,nan,71235.55513383436,0
5322252,355.0,France,male,79.0,10.0,5206.3807598393405,3.0,0,1,165199.58334913166,0
6822184,864.0,UK###,M,24.0,10.0,174363.82815543097,,0,1,16944.744806858533,0
1402690,666.0,FR,Male,33.0,4.0,199751.44391180712,4.0,2,nan,31057.162102545994,1
3548421,640.0,nan,nan,73.0,3.0,10268.040381745197,4.0,0,nan,56910.29969413558,0
2954109,602.0,ger,male,78.0,3.0,219901.74486055857,1.0,1,-1,142303.51166496964,0
5422880,672.0,Germany,fem,27.0,4.0,122742.82440738252,,2,true,197694.49793468058,1
8205547,410.0,France,F,83.0,2.0,33962.36393456803,2.0,2,nan,38772.0152038543,0
9323735,304.0,ger,Male,56.0,8.0,138587.62181559452,4.0,0,false,62217.94682474135,0
7457294,577.0,Spain,fem,56.0,,138083.11452507478,1.0,2,0,165444.01323028302,1
2384250,680.0,ger,M,72.0,1.0,234000.13832655037,3.0,no,false,104901.20019236662,1
1061087,311.0,Germany,Female,69.0,,129619.65041652185,4.0,nan,true,65895.50499165448,0
7409907,601.0,nan,nan,44.0,6.0,206220.9121078538,2.0,2,nan,129056.91210748377,1
2496176,854.0,FR,male,58.0,3.0,244077.34119890342,3.0,2,-1,124170.05950929558,0
1039353,458.0,UK,Female,62.0,7.0,43291.12684159672,3.0,1,-1,145643.43852085152,1
7484531,452.0,Germany,male,34.0,6.0,6250.827428079226,,no,nan,24734.482106019885,0
4360011,479.0,UK,fem,39.0,7.0,146159.37512123887,,2,-1,178835.79866604795,0
8654909,824.0,nan,M,42.0,3.0,217516.33843437748,4.0,1,1,175360.11098443237,0
5259622,478.0,France,M,45.0,10.0,86635.0927196038,2.0,no,1,69010.81406651979,0
5959617,675.0,UK,M,68.0,1.0,16163.958539431616,,2,1,179976.03236316185,0
6725570,466.0,France###,M,62.0,6.0,87816.80122975286,1.0,0,false,65141.63361843286,1
1416880,512.0,ger,Male,,,182328.99530170375,3.0,2,nan,122236.16522722386,0
8072695,448.0,Germany,Male,79.0,8.0,29262.32707165169,1.0,nan,nan,159608.05826110276,0
8433296,314.0,France,male,32.0,5.0,116398.0971679176,3.0,no,0,82074.6572358606,0
5965050,389.0,Spain###,Male,41.0,6.0,199248.1423562833,1.0,nan,-1,130747.86607934997,0
1813168,418.0,Spain,male###,78.0,5.0,141414.938149009,3.0,2,-1,91542.58849731984,1
1225281,551.0,FR,nan,32.0,1.0,34976.94528941214,,nan,false,159707.72957095582,0
4782875,358.0,ger,Male,85.0,8.0,37320.46431163771,1.0,no,nan,13503.776020288406,0
3995765,564.0,France,Male,86.0,4.0,18035.229402909692,4.0,0,0,150159.71147851925,1
8734102,707.0,FR,Male,50.0,,66739.57013671259,4.0,2,0,146698.62402632853,0
6595108,329.0,Spain,nan,69.0,2.0,62764.78670091765,2.0,no,false,177168.2525497127,0
6674719,319.0,FR,F,39.0,3.0,244399.85355490522,2.0,nan,-1,79207.95822919469,0
9658144,891.0,FR,nan,59.0,3.0,82114.79806499419,2.0,1,true,113265.50123453452,0
7609280,587.0,France,M,60.0,,132022.37325046226,1.0,nan,true,171518.65480008846,1
6500306,841.0,France,nan,48.0,8.0,93888.97228395415,3.0,2,0,115313.33439317108,0
5372093,796.0,France###,F,39.0,10.0,177195.03669391348,2.0,nan,0,89176.40720025575,0
2561729,772.0,ger,Male,36.0,4.0,224711.08551326534,,nan,-1,126880.48660861868,0
6031595,703.0,UK,Male,35.0,1.0,96992.97318073813,4.0,nan,0,150510.01466420264,0
6478047,846.0,FR,F,88.0,5.0,32186.42231766092,4.0,0,false,115221.72399995501,0
2119043,430.0,FR,fem,45.0,,170772.91576651114,,1,true,63122.99311592652,0
8103230,622.0,ger,male,34.0,6.0,72542.395390604,4.0,nan,true,82488.17784694738,0
3558231,430.0,Spain,M,85.0,7.0,116713.22382039434,1.0,2,0,130747.86607934997,0
7659908,819.0,Germany,nan,28.0,4.0,125373.5936984732,,no,false,82977.68325961973,0
4080389,328.0,UK,male,26.0,7.0,244399.85355490522,1.0,yes,nan,101234.29696861617,0
2661909,599.0,Spain,fem###,53.0,7.0,4690.279998098456,4.0,nan,0,24734.482106019885,0
3656138,302.0,ger,M,71.0,3.0,175814.92377832046,,1,0,38545.38920907054,0
1110078,623.0,UK,Female,20.0,6.0,195304.30010576695,,no,nan,30140.813720742524,0
2915631,807.0,UK,M,79.0,,50781.35344862159,,1,false,137757.62501541828,0
7314127,535.0,FR,nan,28.0,8.0,230445.3228946647,4.0,2,false,161742.3656295171,0
3008187,833.0,FR,male,34.0,9.0,65519.588663506074,4.0,0,1,144796.0946120996,0
2659066,314.0,France,M,24.0,3.0,197483.6130734454,4.0,nan,true,145998.54526223167,0
3148815,832.0,France,Female,48.0,8.0,203126.33557134322,2.0,0,0,182719.21519933408,0
8355740,882.0,FR,Female,65.0,,216217.17066106567,2.0,nan,-1,124170.05950929558,0
5506259,744.0,FR,Male,79.0,3.0,57208.23639544334,3.0,nan,0,37530.19316793175,0
8473915,801.0,nan,nan,75.0,0.0,148488.4358025947,,1,0,11692.796005414657,0
8658426,528.0,UK,Female,83.0,3.0,116618.57258141963,4.0,yes,-1,35478.16751201784,0
7404003,405.0,France,F,55.0,1.0,111205.30495054346,,2,nan,157751.81198900932,0
5135314,687.0,France,male,66.0,5.0,4585.489739046989,1.0,no,true,101234.29696861617,0
1910681,561.0,Spain,F,87.0,7.0,145551.96710673912,1.0,2,1,35478.16751201784,0
2607618,861.0,FR,fem,42.0,5.0,209072.3460275437,4.0,yes,false,59986.16956114791,0
4896830,363.0,UK###,F,39.0,8.0,143647.57428486054,2.0,no,1,121113.86067208808,0
5336787,563.0,FR,male,79.0,5.0,88367.9524240662,3.0,yes,0,194976.29359466847,0
3755423,636.0,ger,fem,82.0,10.0,244221.39749926512,2.0,2,0,157444.45991108307,0
1071295,599.0,Spain###,F,55.0,6.0,132138.1279016257,,2,-1,118028.946309203,1
8613287,676.0,Germany,F,82.0,,153291.33948490288,2.0,1,nan,104212.06422397547,0
4445376,473.0,Germany,nan,62.0,4.0,10268.040381745197,4.0,nan,-1,11692.727938449756,1
6251035,450.0,Germany,fem,31.0,7.0,46321.081096627,2.0,yes,0,174627.04427205838,0
4612600,774.0,UK###,F,32.0,1.0,199099.88178256835,1.0,0,1,126742.49871527708,1
1825816,564.0,nan,Female,88.0,1.0,88367.9524240662,4.0,yes,1,113055.76382531557,0
9763313,627.0,France,male,32.0,10.0,29491.483309758896,4.0,yes,true,122236.16522722386,0
3026793,461.0,UK###,male,55.0,7.0,19225.562908709915,4.0,no,nan,66245.70376541045,0
1554594,736.0,Germany,male,27.0,5.0,213058.60839692704,2.0,nan,0,189865.64534136257,1
9536326,641.0,ger,F,52.0,1.0,33649.532960875586,1.0,no,nan,103043.14258819327,1
4504473,665.0,UK,Female###,34.0,5.0,52789.220348089635,2.0,1,false,61364.22059510788,0
8299695,763.0,UK,male,39.0,10.0,57980.832106328126,,0,false,63698.19015134798,1
3204664,497.0,France,M,65.0,7.0,155957.58684390283,3.0,2,1,35593.198233700095,0
5341747,798.0,France,male,58.0,5.0,229347.68938122402,3.0,0,-1,197083.08901895044,0
1686976,314.0,Germany,Male,60.0,8.0,45361.689835754834,3.0,0,-1,142808.52146885885,0
3472189,594.0,France,M,,5.0,218921.47501852893,,0,1,39340.71414383314,0
9506404,809.0,Spain,male,23.0,2.0,69664.51003241414,,1,true,195246.62786097106,0
2241082,537.0,Spain,F,64.0,8.0,234540.1153812659,,1,0,118028.946309203,0
6184502,879.0,Germany,male,32.0,9.0,137663.9612680906,1.0,0,false,175842.6058126901,1
7561000,599.0,UK,Female,64.0,4.0,165459.07725219964,4.0,2,1,172169.60367894266,0
7671458,304.0,ger,Female,59.0,5.0,139485.4954158964,,2,nan,39940.086560904834,0
5892306,518.0,France,male,67.0,3.0,165008.19969564007,3.0,2,-1,157751.81198900932,0
4674515,751.0,FR,nan,82.0,2.0,99335.23913369219,3.0,1,0,194921.861888141,0
2579159,731.0,UK,F,47.0,9.0,206803.7742922014,2.0,no,false,84293.64833864273,1
5515488,684.0,Germany,F,55.0,4.0,42455.016398705025,4.0,2,true,111087.71624263051,0
7041495,593.0,nan,F,25.0,,79807.30992685423,,no,1,141224.74826655202,0
9767088,416.0,France,male,57.0,2.0,72518.4344737565,4.0,0,0,59352.43370877512,0
7324167,703.0,Germany,male,79.0,1.0,184430.56566786254,,2,nan,60958.49621774885,0
1791971,892.0,Germany,Male,30.0,5.0,160982.8151494355,3.0,0,false,146560.4784201375,0
1501157,864.0,ger,Female,74.0,7.0,195084.92352512936,4.0,0,true,90562.18564811518,1
5378727,310.0,FR,nan,90.0,2.0,196614.80540321997,4.0,nan,-1,22123.545168913857,0
5124499,507.0,France,M,80.0,5.0,233785.71452349125,,yes,0,140293.09671663583,1
6946594,463.0,Germany###,M,44.0,10.0,133617.8543522443,,0,nan,157751.81198900932,0
6106799,592.0,Germany,Female###,20.0,8.0,54003.033366932075,4.0,0,1,24606.788680701735,1
5327576,817.0,UK,fem,50.0,0.0,146637.95176695657,,nan,false,95740.25558679797,0
5962140,376.0,France,Male,20.0,2.0,207661.01811536332,4.0,1,-1,146861.63752662245,0
3799487,732.0,Germany,Female,86.0,1.0,198718.63413555847,2.0,0,nan,107974.21143956493,0
3904941,875.0,Germany,Male,74.0,,178547.2606197048,4.0,2,nan,159608.05826110276,0
8983441,375.0,Germany,fem,20.0,7.0,32899.807836137385,1.0,1,-1,196327.81948200933,0
6320385,346.0,Spain,Male,66.0,8.0,73400.9657363761,4.0,yes,false,147609.60423758594,0
3100021,380.0,Spain,F,21.0,9.0,217516.33843437748,2.0,yes,false,137789.98877844104,1
7928040,507.0,FR,Female,61.0,5.0,87816.80122975286,2.0,0,false,67022.61202453484,0
1618467,743.0,ger,M,51.0,2.0,29262.32707165169,3.0,no,0,70116.45989552706,0
6333152,894.0,UK,male,43.0,9.0,129938.53853534568,3.0,yes,1,150159.71147851925,0
8328141,820.0,UK,fem,18.0,7.0,97219.69054195828,1.0,yes,-1,101234.29696861617,0
6072148,327.0,France,fem,70.0,9.0,248701.0786418078,,nan,true,158612.50192632328,0
2707923,602.0,ger,male,88.0,6.0,152967.18799987607,,yes,false,130488.86566077684,0
6134207,763.0,ger,Female,64.0,1.0,114630.24246251305,2.0,2,1,65587.8824245907,0
9516999,800.0,UK,nan###,65.0,10.0,3109.0916567206305,2.0,no,true,150159.71147851925,0
7730886,744.0,Spain,male,,6.0,206820.4152311797,3.0,0,0,48254.443978305695,0
6853584,788.0,FR###,Male,49.0,0.0,230445.3228946647,2.0,nan,-1,70910.57116175233,1
9170528,726.0,ger,male,51.0,7.0,151759.0247012166,4.0,nan,1,105251.31826676424,1
5301754,857.0,UK,Male,70.0,,181205.35497087726,4.0,nan,1,83888.3385516852,0
3269042,657.0,ger,Male,72.0,4.0,8063.112189900329,1.0,0,-1,148602.8471771352,0
2983509,389.0,Germany,M,31.0,8.0,170588.55664023373,4.0,1,-1,80008.08407020033,1
8740141,351.0,France,male,85.0,,29530.033283043933,1.0,2,nan,156255.36043315966,0
1116381,887.0,FR,nan,20.0,10.0,32585.378314042402,3.0,nan,false,185754.39015160367,1
2521701,502.0,UK,M,80.0,,14464.363031752553,4.0,no,-1,35478.16751201784,0
7105525,854.0,France,nan,38.0,2.0,183262.17109132055,1.0,1,1,118379.28679842113,0
4438618,454.0,Spain###,male,40.0,,120399.89572526742,,no,false,148479.29799807977,0
8913697,300.0,ger,nan,63.0,6.0,134404.77653790754,1.0,yes,-1,147749.31581038915,0
3457184,655.0,ger,Male,22.0,7.0,87787.31330189762,4.0,no,true,163717.83336304667,0
5103022,867.0,nan,nan,43.0,0.0,248875.15733470675,1.0,nan,true,129936.72951139262,0
2418175,356.0,France,male,26.0,5.0,133617.8543522443,3.0,1,-1,90379.86537418548,0
4806688,552.0,Spain,fem,55.0,10.0,130022.46138027532,2.0,2,nan,92565.47719899754,0
8265795,478.0,UK,fem,90.0,1.0,50451.72872578052,,nan,1,37549.42164597474,0
4772962,791.0,nan,M,53.0,7.0,1581.018613523999,3.0,2,false,166369.90123995277,0
5041776,333.0,nan,F,70.0,5.0,123030.50410489905,,yes,nan,135647.58676712273,0
3727423,373.0,Germany,fem###,67.0,10.0,95341.8001995448,,0,false,179451.88399786575,1
6709840,587.0,nan,nan,76.0,10.0,28244.0391783193,1.0,1,false,17890.053616730904,0
6130397,669.0,nan,M,88.0,,236831.09038199997,2.0,0,0,58294.41334069651,0
4451356,885.0,Germany,nan,67.0,2.0,115300.4989440431,1.0,yes,-1,50618.73344292312,0
4444084,627.0,ger,F,78.0,3.0,45433.30273952917,1.0,no,nan,39340.71414383314,1
3927109,888.0,ger,Female,65.0,6.0,98511.12246688436,4.0,no,0,118028.946309203,0
7979451,602.0,FR,M,67.0,8.0,205213.9328435117,1.0,yes,nan,127687.23379788615,0
9519981,877.0,nan###,fem,44.0,10.0,25755.25400442466,2.0,2,0,173103.2968649264,0
8778484,519.0,France,fem,52.0,9.0,246416.30672647964,3.0,1,true,187516.6370806071,0
9503902,462.0,ger,male,41.0,1.0,120643.39268854637,1.0,yes,false,108372.17805541084,0
7214624,778.0,Spain,F,52.0,8.0,135564.65186903838,2.0,yes,0,67086.49940294321,1
5842611,753.0,UK,fem,76.0,5.0,221627.14662151996,1.0,1,1,32064.543886403077,0
7357182,673.0,France,male,23.0,1.0,123270.16258040782,,nan,-1,157444.45991108307,0
5335868,518.0,FR,F,81.0,7.0,48408.060552560804,1.0,2,1,148602.8471771352,0
3215167,552.0,nan,M,89.0,3.0,78380.83269430322,4.0,2,false,157444.45991108307,1
4886402,486.0,Germany,M,52.0,10.0,231081.74076067444,,1,true,75475.01644615209,0
7545535,489.0,FR,male,89.0,7.0,55195.595120584614,2.0,0,1,77238.41579906913,0
7842385,687.0,France,M,46.0,10.0,45784.68347651282,1.0,nan,1,78112.33309627815,0
1688105,513.0,Germany,male,63.0,6.0,248393.32735004518,,no,nan,33652.438947029674,0
2989173,673.0,Spain,Male,45.0,6.0,33347.134211601515,,1,0,104328.79052811996,0
4080761,384.0,Germany,nan,21.0,10.0,165920.6475497286,3.0,2,1,16773.372715166617,0
2414466,772.0,Germany,F,81.0,6.0,6498.25233581322,,nan,true,118061.49683548787,0
